Player,Salary,Age,FG,RB,AST,STL,BLK,PTS
John Salmons,8083.0,33,3.210526315789474,2.723684210526316,2.973684210526316,0.6710526315789473,0.32894736842105265,8.842105263157896
John Wall,5915.88,22,6.612244897959184,4.0,7.612244897959184,1.3265306122448979,0.7551020408163265,18.489795918367346
Jonas Jerebko,4500.0,25,2.8979591836734695,3.7755102040816326,0.8775510204081632,0.7755102040816326,0.16326530612244897,7.6938775510204085
Jonas Valanciunas,3374.64,20,3.2903225806451615,6.0,0.7258064516129032,0.27419354838709675,1.2580645161290323,8.935483870967742
Jordan Crawford,1198.68,24,4.3,2.9857142857142858,3.2142857142857144,0.5571428571428572,0.1,11.628571428571428
Jordan Hamilton,1121.52,22,2.1,2.375,0.575,0.375,0.2,5.2
Jordan Hill,3632.527,25,2.6551724137931036,5.724137931034483,0.4482758620689655,0.27586206896551724,0.6551724137931034,6.689655172413793
Jose Calderon,10561.982,31,4.273972602739726,2.410958904109589,7.095890410958904,0.7945205479452054,0.1095890410958904,11.315068493150685
Josh McRoberts,3135.0,25,2.328358208955224,4.850746268656716,2.1044776119402986,0.47761194029850745,0.40298507462686567,5.985074626865671
Josh Smith,13200.0,27,7.2368421052631575,8.407894736842104,4.223684210526316,1.236842105263158,1.7894736842105263,17.460526315789473
Jrue Holiday,2674.852,22,7.115384615384615,4.217948717948718,8.012820512820513,1.5769230769230769,0.41025641025641024,17.73076923076923
Kawhi Leonard,1809.84,21,4.482758620689655,5.9655172413793105,1.603448275862069,1.6724137931034482,0.5517241379310345,11.879310344827585
Keith Bogans,854.389,32,1.4594594594594594,1.6216216216216217,1.027027027027027,0.3783783783783784,0.05405405405405406,4.202702702702703
Kemba Walker,2462.4,22,6.414634146341464,3.451219512195122,5.7439024390243905,1.951219512195122,0.3780487804878049,17.74390243902439
Kendall Marshall,1919.16,21,1.1666666666666667,0.875,2.9791666666666665,0.4583333333333333,0.08333333333333333,2.9791666666666665
Kendrick Perkins,8300.531,28,1.8333333333333333,5.9743589743589745,1.4230769230769231,0.5512820512820513,1.064102564102564,4.230769230769231
Kent Bazemore,473.604,23,0.7049180327868853,0.36065573770491804,0.36065573770491804,0.2786885245901639,0.06557377049180328,2.0163934426229506
Kevin Durant,15032.144,24,9.024691358024691,7.901234567901234,4.617283950617284,1.4320987654320987,1.2962962962962963,28.14814814814815
Kevin Garnett,11566.265,36,6.205882352941177,7.794117647058823,2.338235294117647,1.1470588235294117,0.9117647058823529,14.764705882352942
Kevin Love,6112.463,24,5.833333333333333,14.0,2.3333333333333335,0.7222222222222222,0.5,18.333333333333332
Kevin Martin,12439.675,29,4.545454545454546,2.311688311688312,1.3766233766233766,0.935064935064935,0.1038961038961039,13.987012987012987
Khris Middleton,473.604,21,2.2962962962962963,1.8518518518518519,1.037037037037037,0.5555555555555556,0.14814814814814814,6.111111111111111
Kim English,473.604,24,1.024390243902439,0.9024390243902439,0.6341463414634146,0.3902439024390244,0.07317073170731707,2.902439024390244
Kirk Hinrich,3941.0,32,2.65,2.6333333333333333,5.233333333333333,1.05,0.4166666666666667,7.65
Klay Thompson,2222.16,22,6.195121951219512,3.731707317073171,2.231707317073171,1.048780487804878,0.5487804878048781,16.573170731707318
Kobe Bryant,27849.149,34,9.461538461538462,5.551282051282051,6.012820512820513,1.358974358974359,0.32051282051282054,27.346153846153847
Kosta Koufos,3000.0,23,3.6419753086419755,6.938271604938271,0.3950617283950617,0.5432098765432098,1.271604938271605,8.0
Kris Humphries,12000.0,27,2.1384615384615384,5.615384615384615,0.49230769230769234,0.24615384615384617,0.5076923076923077,5.769230769230769
Kurt Thomas,1352.181,40,1.1538461538461537,2.282051282051282,0.5384615384615384,0.2564102564102564,0.41025641025641024,2.4871794871794872
Kyle Korver,5000.0,31,3.7432432432432434,3.9594594594594597,1.972972972972973,0.9459459459459459,0.5,10.945945945945946
Kyle Lowry,5750.0,26,3.676470588235294,4.720588235294118,6.397058823529412,1.3823529411764706,0.35294117647058826,11.632352941176471
Kyle O'Quinn,788.872,22,1.7719298245614035,3.6666666666666665,0.9122807017543859,0.19298245614035087,0.45614035087719296,4.0701754385964914
Kyle Singler,1000.0,24,3.3536585365853657,4.024390243902439,0.9390243902439024,0.6951219512195121,0.45121951219512196,8.78048780487805
Kyrie Irving,5375.76,20,8.203389830508474,3.6610169491525424,5.932203389830509,1.5084745762711864,0.3559322033898305,22.45762711864407
Lamar Odom,8200.0,33,1.7804878048780488,5.853658536585366,1.7317073170731707,0.8414634146341463,0.7073170731707317,4.024390243902439
LaMarcus Aldridge,13000.0,27,8.621621621621621,9.054054054054054,2.5945945945945947,0.8378378378378378,1.2297297297297298,21.08108108108108
Lance Stephenson,870.0,22,3.5256410256410255,3.8974358974358974,2.858974358974359,1.0384615384615385,0.20512820512820512,8.807692307692308
Landry Fields,6250.0,24,2.0,4.078431372549019,1.1764705882352942,0.6274509803921569,0.1568627450980392,4.705882352941177
Larry Sanders,1991.76,24,4.309859154929577,9.464788732394366,1.1690140845070423,0.7464788732394366,2.8309859154929575,9.80281690140845
Lavoy Allen,3000.0,23,2.607594936708861,5.0,0.9240506329113924,0.3037974683544304,0.6962025316455697,5.7594936708860756
Leandro Barbosa,854.389,30,2.024390243902439,1.1219512195121952,1.4146341463414633,0.4146341463414634,0.14634146341463414,5.2439024390243905
LeBron James,17545.0,28,10.06578947368421,8.026315789473685,7.25,1.6973684210526316,0.881578947368421,26.789473684210527
Linas Kleiza,4600.0,28,2.4,2.6,0.8,0.2,0.1,7.4
Louis Williams,5000.0,26,4.794871794871795,2.051282051282051,3.5641025641025643,1.1282051282051282,0.2564102564102564,14.128205128205128
Luc Mbah a Moute,4794.192,26,2.603448275862069,4.413793103448276,0.9482758620689655,0.7241379310344828,0.2413793103448276,6.672413793103448
Luis Scola,4148.51,32,5.2682926829268295,6.597560975609756,2.2195121951219514,0.8170731707317073,0.4268292682926829,12.78048780487805
Luke Babbitt,1892.28,23,1.3870967741935485,2.2096774193548385,0.46774193548387094,0.22580645161290322,0.08064516129032258,3.935483870967742
Luke Ridnour,4000.0,31,4.475609756097561,2.5121951219512195,3.792682926829268,1.0,0.18292682926829268,11.451219512195122
Luke Walton,6100.0,32,1.42,2.9,3.32,0.84,0.26,3.44
Luol Deng,13365.0,27,6.213333333333333,6.346666666666667,2.96,1.08,0.4266666666666667,16.493333333333332
Malcolm Lee,762.195,22,1.8125,2.4375,1.25,0.75,0.375,4.875
Manu Ginobili,14107.492,35,3.816666666666667,3.35,4.566666666666666,1.3333333333333333,0.21666666666666667,11.75
Marc Gasol,13891.359,28,5.3625,7.775,3.975,1.0,1.7375,14.0875
Marcin Gortat,7258.96,28,4.836065573770492,8.459016393442623,1.2295081967213115,0.6557377049180327,1.6065573770491803,11.147540983606557
Marco Belinelli,1957.0,26,3.3013698630136985,1.917808219178082,2.0273972602739727,0.6027397260273972,0.0821917808219178,9.616438356164384
Marcus Morris,1905.36,23,2.883116883116883,3.5974025974025974,0.8051948051948052,0.5844155844155844,0.2597402597402597,7.740259740259741
Marcus Thornton,7525.0,25,4.611111111111111,2.513888888888889,1.2638888888888888,0.8472222222222222,0.05555555555555555,12.722222222222221
Mario Chalmers,4000.0,26,2.948051948051948,2.220779220779221,3.5454545454545454,1.5324675324675325,0.15584415584415584,8.64935064935065
Markieff Morris,2005.56,23,3.2439024390243905,4.829268292682927,1.3170731707317074,0.9390243902439024,0.7804878048780488,8.170731707317072
Marquis Daniels,854.389,32,2.23728813559322,2.542372881355932,1.1016949152542372,0.864406779661017,0.1694915254237288,5.491525423728813
Marquis Teague,857.0,19,0.8958333333333334,0.9166666666666666,1.3125,0.1875,0.14583333333333334,2.0625
Marreese Speights,4200.0,25,3.2911392405063293,4.886075949367089,0.5949367088607594,0.3037974683544304,0.6708860759493671,8.329113924050633
MarShon Brooks,1160.04,24,2.1232876712328768,1.4246575342465753,1.0410958904109588,0.4657534246575342,0.2191780821917808,5.397260273972603
Martell Webster,2350.0,26,3.6973684210526314,3.8684210526315788,1.881578947368421,0.6447368421052632,0.2236842105263158,11.43421052631579
Marvin Williams,8287.5,26,2.7260273972602738,3.6027397260273974,1.0547945205479452,0.5068493150684932,0.5205479452054794,7.2465753424657535
Matt Bonner,3630.0,32,1.6470588235294117,1.8970588235294117,0.5294117647058824,0.25,0.27941176470588236,4.235294117647059
Maurice Harkless,1731.96,19,3.4210526315789473,4.407894736842105,0.6578947368421053,1.1578947368421053,0.8157894736842105,8.223684210526315
Metta World Peace,7258.96,33,4.426666666666667,4.96,1.4933333333333334,1.6266666666666667,0.56,12.386666666666667
Meyers Leonard,2126.52,20,2.1884057971014492,3.6956521739130435,0.4782608695652174,0.15942028985507245,0.5507246376811594,5.463768115942029
Michael Beasley,5750.0,24,4.133333333333334,3.76,1.48,0.41333333333333333,0.4533333333333333,10.12
Michael Kidd-Gilchrist,4602.72,19,3.6025641025641026,5.833333333333333,1.5,0.6923076923076923,0.8974358974358975,9.025641025641026
Mike Conley,7305.786,25,5.175,2.8125,6.0875,2.175,0.3,14.6
Mike Dunleavy,3750.0,32,3.68,3.88,1.9333333333333333,0.52,0.4666666666666667,10.466666666666667
Mike James,419.852,37,2.2444444444444445,1.6,3.088888888888889,0.5777777777777777,0.06666666666666667,6.066666666666666
Mike Miller,5800.0,32,1.694915254237288,2.6610169491525424,1.6779661016949152,0.3559322033898305,0.06779661016949153,4.762711864406779
Mike Scott,473.604,24,1.75,2.75,0.3,0.1,0.05,4.575
Mirza Teletovic,3090.0,27,1.3396226415094339,1.7924528301886793,0.4339622641509434,0.24528301886792453,0.1509433962264151,3.547169811320755
Mo Williams,420.0,30,4.978260869565218,2.391304347826087,6.195652173913044,1.0,0.1956521739130435,12.869565217391305
Mo Williams,8500.0,30,4.978260869565218,2.391304347826087,6.195652173913044,1.0,0.1956521739130435,12.869565217391305
Monta Ellis,11000.0,27,7.280487804878049,3.8536585365853657,6.048780487804878,2.0609756097560976,0.43902439024390244,19.23170731707317
Nando De Colo,1400.0,25,1.4583333333333333,1.9166666666666667,1.9166666666666667,0.5694444444444444,0.08333333333333333,3.8333333333333335
Nate Robinson,854.389,28,4.865853658536586,2.2439024390243905,4.365853658536586,1.0365853658536586,0.12195121951219512,13.097560975609756
Nazr Mohammed,854.389,35,1.0476190476190477,3.0952380952380953,0.4126984126984127,0.3333333333333333,0.5079365079365079,2.634920634920635
Nene Hilario,13000.0,30,4.672131147540983,6.672131147540983,2.901639344262295,0.9016393442622951,0.6065573770491803,12.557377049180328
Nick Collison,2929.332,32,2.1728395061728394,4.111111111111111,1.4938271604938271,0.6296296296296297,0.37037037037037035,5.08641975308642
Nick Young,5600.0,27,3.7966101694915255,2.2033898305084745,1.423728813559322,0.6101694915254238,0.23728813559322035,10.64406779661017
Nicolas Batum,10825.0,24,4.821917808219178,5.6438356164383565,4.931506849315069,1.2465753424657535,1.1369863013698631,14.342465753424657
Nikola Vucevic,1719.48,22,5.987012987012987,11.909090909090908,1.8571428571428572,0.7922077922077922,1.025974025974026,13.090909090909092
Nolan Smith,1365.72,24,1.05,0.675,0.875,0.175,0.025,2.75
Norris Cole,1082.52,24,2.2375,1.625,2.05,0.7125,0.0875,5.5625
O.J. Mayo,4020.0,25,5.621951219512195,3.548780487804878,4.402439024390244,1.1341463414634145,0.2804878048780488,15.304878048780488
Omer Asik,8374.646,26,4.048780487804878,11.658536585365853,0.9146341463414634,0.5609756097560976,1.0609756097560976,10.146341463414634
Omri Casspi,2277.306,24,1.4651162790697674,2.6511627906976742,0.6511627906976745,0.5813953488372093,0.27906976744186046,4.023255813953488
Orlando Johnson,550.0,23,1.411764705882353,2.156862745098039,0.9215686274509803,0.21568627450980393,0.17647058823529413,3.980392156862745
P.J. Tucker,762.195,27,2.6582278481012658,4.430379746835443,1.379746835443038,0.7848101265822784,0.24050632911392406,6.405063291139241
Pablo Prigioni,473.604,35,1.2820512820512822,1.8333333333333333,3.0256410256410255,0.8846153846153846,0.02564102564102564,3.5256410256410255
Patrick Beverley,281.377,24,1.9268292682926829,2.658536585365854,2.8536585365853657,0.9024390243902439,0.5121951219512195,5.560975609756097
Patrick Mills,1085.12,24,1.9482758620689655,0.8620689655172413,1.0689655172413792,0.4482758620689655,0.06896551724137931,5.068965517241379
Patrick Patterson,2096.76,23,4.492957746478873,4.746478873239437,1.1408450704225352,0.43661971830985913,0.5633802816901409,10.380281690140846
Pau Gasol,19000.0,32,5.510204081632653,8.591836734693878,4.081632653061225,0.4897959183673469,1.2448979591836735,13.73469387755102
Paul George,2574.12,22,6.2405063291139244,7.632911392405063,4.139240506329114,1.8101265822784811,0.6455696202531646,17.430379746835442
Paul Millsap,8603.633,27,5.5,7.102564102564102,2.576923076923077,1.3076923076923077,1.0256410256410255,14.551282051282051
Paul Pierce,16790.345,35,6.181818181818182,6.324675324675325,4.805194805194805,1.0909090909090908,0.38961038961038963,18.571428571428573
Perry Jones,1035.96,21,1.0263157894736843,1.631578947368421,0.2631578947368421,0.13157894736842105,0.15789473684210525,2.3157894736842106
Quincy Acy,665.0,22,1.4482758620689655,2.6551724137931036,0.3793103448275862,0.4482758620689655,0.5172413793103449,4.0
Quincy Pondexter,1234.32,24,2.169491525423729,2.23728813559322,1.0338983050847457,0.5932203389830508,0.1016949152542373,6.3559322033898304
Rajon Rondo,11000.0,26,5.921052631578948,5.578947368421052,11.052631578947368,1.8421052631578947,0.23684210526315788,13.736842105263158
Ramon Sessions,5000.0,26,4.524590163934426,2.7704918032786887,3.7704918032786887,0.7868852459016393,0.11475409836065574,14.360655737704919
Randy Foye,2500.0,29,3.573170731707317,1.548780487804878,2.0365853658536586,0.8048780487804879,0.32926829268292684,10.75609756097561
Rashard Lewis,15117.181,33,1.8727272727272728,2.2,0.5454545454545454,0.38181818181818183,0.2545454545454545,5.181818181818182
Rasheed Wallace,854.389,38,2.619047619047619,3.9523809523809526,0.2857142857142857,0.6190476190476191,0.7142857142857143,6.9523809523809526
Ray Allen,3090.0,37,3.6962025316455698,2.7468354430379747,1.7088607594936709,0.8481012658227848,0.189873417721519,10.924050632911392
Raymond Felton,3480.453,28,5.544117647058823,2.8529411764705883,5.470588235294118,1.3823529411764706,0.20588235294117646,13.941176470588236
Reggie Jackson,1208.4,22,2.1285714285714286,2.3714285714285714,1.7428571428571429,0.4142857142857143,0.18571428571428572,5.3428571428571425
Reggie Williams,2612.5,26,1.425,1.275,0.975,0.3,0.025,3.65
Richard Hamilton,11069.767,34,4.08,1.66,2.38,0.48,0.1,9.8
Richard Jefferson,10164.0,32,1.1071428571428572,1.5,0.5535714285714286,0.25,0.125,3.142857142857143
Ricky Rubio,3741.12,22,3.245614035087719,4.017543859649122,7.333333333333333,2.4035087719298245,0.08771929824561403,10.666666666666666
Rodney Stuckey,8500.0,26,4.0,2.789473684210526,3.5526315789473686,0.6710526315789473,0.2236842105263158,11.526315789473685
Rodrigue Beaubois,2227.333,24,1.4444444444444444,1.2666666666666666,1.8666666666666667,0.4222222222222222,0.08888888888888889,4.022222222222222
Roger Mason,854.389,32,1.9130434782608696,1.9130434782608696,1.0724637681159421,0.37681159420289856,0.15942028985507245,5.3478260869565215
Ronnie Brewer,1069.509,27,1.1666666666666667,2.3333333333333335,0.8333333333333334,0.7166666666666667,0.1,2.9833333333333334
Ronnie Price,1146.337,29,1.0,1.1282051282051282,1.8717948717948718,0.6666666666666666,0.07692307692307693,2.6923076923076925
Roy Hibbert,13668.75,26,4.8734177215189876,8.30379746835443,1.4303797468354431,0.4936708860759494,2.607594936708861,11.860759493670885
Royal Ivey,1223.166,31,1.169811320754717,1.0754716981132075,0.6037735849056604,0.4339622641509434,0.05660377358490566,3.207547169811321
Rudy Gay,16460.538,26,6.946666666666666,6.1466666666666665,2.6933333333333334,1.5066666666666666,0.7066666666666667,18.213333333333335
Russell Westbrook,13668.75,24,8.207317073170731,5.219512195121951,7.402439024390244,1.7682926829268293,0.2926829268292683,23.20731707317073
Ryan Anderson,8700.0,24,5.827160493827161,6.407407407407407,1.1975308641975309,0.5185185185185185,0.38271604938271603,16.160493827160494
Sam Young,854.389,27,1.0357142857142858,2.1964285714285716,0.75,0.26785714285714285,0.14285714285714285,2.767857142857143
Samardo Samuels,854.389,24,1.2222222222222223,1.5555555555555556,0.4444444444444444,0.16666666666666666,0.16666666666666666,3.2222222222222223
Samuel Dalembert,6698.565,31,2.9148936170212765,5.872340425531915,0.44680851063829785,0.3617021276595745,1.127659574468085,6.659574468085107
Sasha Pavlovic,1229.255,29,1.0769230769230769,1.435897435897436,0.8205128205128205,0.6153846153846154,0.1282051282051282,2.641025641025641
Sebastian Telfair,1567.5,27,1.8983050847457628,1.423728813559322,2.593220338983051,0.6271186440677966,0.1864406779661017,5.610169491525424
Serge Ibaka,2180.443,23,5.575,7.7125,0.5375,0.35,3.025,13.1875
Shane Battier,3135.0,34,2.111111111111111,2.2916666666666665,1.0,0.5694444444444444,0.7638888888888888,6.555555555555555
Shannon Brown,3500.0,27,4.067796610169491,2.5254237288135593,1.8305084745762712,1.0,0.2542372881355932,10.457627118644067
Shaun Livingston,1773.976,27,2.515151515151515,2.393939393939394,3.257575757575758,0.7272727272727273,0.4696969696969697,6.318181818181818
Shawn Marion,8396.364,34,5.298507462686567,7.835820895522388,2.4328358208955225,1.1194029850746268,0.7014925373134329,12.119402985074627
Spencer Hawes,6500.0,24,4.585365853658536,7.195121951219512,2.231707317073171,0.2926829268292683,1.3780487804878048,11.036585365853659
Stephen Curry,3958.742,24,8.025641025641026,4.0256410256410255,6.910256410256411,1.6153846153846154,0.15384615384615385,22.897435897435898
Stephen Jackson,10059.75,34,2.2363636363636363,2.8181818181818183,1.4545454545454546,0.6727272727272727,0.2545454545454545,6.2
Steve Blake,4000.0,32,2.533333333333333,2.933333333333333,3.8444444444444446,0.7555555555555555,0.13333333333333333,7.266666666666667
Steve Nash,8900.0,38,4.72,2.84,6.66,0.6,0.1,12.72
Steve Novak,4054.055,29,2.197530864197531,1.876543209876543,0.43209876543209874,0.345679012345679,0.09876543209876543,6.604938271604938
Taj Gibson,2155.811,27,3.292307692307692,5.3076923076923075,0.9384615384615385,0.4153846153846154,1.3846153846153846,7.953846153846154
Tayshaun Prince,6764.045,32,4.378048780487805,4.439024390243903,2.3902439024390243,0.5853658536585366,0.3048780487804878,10.390243902439025
Terrel Harris,762.195,25,0.2,1.3,0.45,0.1,0.15,0.75
Terrence Jones,1485.0,21,2.263157894736842,3.4210526315789473,0.7894736842105263,0.631578947368421,1.0,5.473684210526316
Terrence Ross,2563.32,21,2.547945205479452,1.9726027397260273,0.726027397260274,0.589041095890411,0.1917808219178082,6.397260273972603
Thabo Sefolosha,3600.0,28,2.765432098765432,3.9135802469135803,1.5432098765432098,1.271604938271605,0.5432098765432098,7.567901234567901
Thaddeus Young,8039.13,24,6.697368421052632,7.5131578947368425,1.644736842105263,1.75,0.7236842105263158,14.828947368421053
Thomas Robinson,3374.64,21,1.9714285714285715,4.5,0.6571428571428571,0.5857142857142857,0.37142857142857144,4.757142857142857
Tiago Splitter,3944.0,28,3.888888888888889,6.3580246913580245,1.6049382716049383,0.7777777777777778,0.7901234567901234,10.345679012345679
Tim Duncan,9638.554,36,7.101449275362318,9.942028985507246,2.6666666666666665,0.7246376811594203,2.652173913043478,17.782608695652176
Timofey Mozgov,2794.621,26,1.0731707317073171,2.6097560975609757,0.21951219512195122,0.14634146341463414,0.43902439024390244,2.6341463414634148
Tobias Harris,1482.0,20,4.236363636363636,5.218181818181818,1.2545454545454546,0.5818181818181818,0.8,10.963636363636363
Toney Douglas,2067.88,26,2.647887323943662,1.943661971830986,2.1267605633802815,1.0,0.04225352112676056,7.52112676056338
Tony Allen,3300.0,31,3.5949367088607596,4.594936708860759,1.240506329113924,1.5063291139240507,0.5569620253164557,8.924050632911392
Tony Parker,12500.0,30,7.863636363636363,3.0,7.5606060606060606,0.8181818181818182,0.09090909090909091,20.318181818181817
Tony Wroten,1110.12,19,0.9428571428571428,0.8,1.2285714285714286,0.22857142857142856,0.11428571428571428,2.6
Tornike Shengelia,473.604,21,0.5263157894736842,1.2105263157894737,0.15789473684210525,0.15789473684210525,0.05263157894736842,1.5789473684210527
Travis Outlaw,3000.0,28,1.9473684210526316,1.605263157894737,0.5526315789473685,0.2894736842105263,0.21052631578947367,5.2631578947368425
Trevor Ariza,7258.96,27,3.357142857142857,4.75,2.017857142857143,1.2857142857142858,0.35714285714285715,9.464285714285714
Trevor Booker,1385.28,25,2.25,4.979166666666667,0.8333333333333334,0.6666666666666666,0.3333333333333333,5.333333333333333
Tristan Thompson,3894.24,21,4.7560975609756095,9.426829268292684,1.3170731707317074,0.7317073170731707,0.8658536585365854,11.670731707317072
Troy Murphy,839.311,32,1.5714285714285714,3.5,0.5,0.7142857142857143,0.42857142857142855,4.642857142857143
Ty Lawson,2544.529,25,6.136986301369863,2.712328767123288,6.863013698630137,1.4657534246575343,0.1095890410958904,16.65753424657534
Tyler Hansbrough,3055.259,27,2.1728395061728394,4.604938271604938,0.4444444444444444,0.35802469135802467,0.2222222222222222,7.012345679012346
Tyler Zeller,1563.12,23,3.1818181818181817,5.688311688311688,1.2467532467532467,0.45454545454545453,0.9090909090909091,7.922077922077922
Tyreke Evans,5251.825,23,5.630769230769231,4.415384615384616,3.5076923076923077,1.3846153846153846,0.4153846153846154,15.184615384615384
Tyrus Thomas,8000.0,26,1.8461538461538463,2.3076923076923075,0.7307692307692307,0.5384615384615384,0.5769230769230769,4.8076923076923075
Victor Claver,1300.0,24,1.510204081632653,2.4285714285714284,0.8775510204081632,0.5306122448979592,0.24489795918367346,3.816326530612245
Vince Carter,3090.0,36,4.592592592592593,4.1234567901234565,2.3950617283950617,0.9135802469135802,0.5432098765432098,13.432098765432098
Vladimir Radmanovic,854.389,32,0.52,1.12,0.32,0.32,0.16,1.32
Wayne Ellington,2083.042,25,2.8974358974358974,2.128205128205128,1.3333333333333333,0.5769230769230769,0.038461538461538464,7.871794871794871
Wesley Johnson,4285.56,25,3.22,2.46,0.68,0.44,0.36,7.98
Wesley Matthews,6505.32,26,5.101449275362318,2.7681159420289854,2.5217391304347827,1.3043478260869565,0.2608695652173913,14.81159420289855
Will Barton,550.0,22,1.6164383561643836,1.9863013698630136,0.7945205479452054,0.4657534246575342,0.1232876712328767,4.041095890410959
Will Bynum,3250.0,30,3.8923076923076922,1.4923076923076923,3.5538461538461537,0.6923076923076923,0.07692307692307693,9.784615384615385
Willie Green,1375.0,31,2.4722222222222223,1.3472222222222223,0.7638888888888888,0.4027777777777778,0.16666666666666666,6.25
Wilson Chandler,5930.414,25,4.883720930232558,5.069767441860465,1.3488372093023255,1.0465116279069768,0.27906976744186046,13.023255813953488
Xavier Henry,2323.2,21,1.32,1.8,0.26,0.32,0.1,3.88
Zach Randolph,16500.0,31,6.197368421052632,11.236842105263158,1.4210526315789473,0.8026315789473685,0.40789473684210525,15.381578947368421
Zaza Pachulia,5248.75,28,2.1923076923076925,6.461538461538462,1.5192307692307692,0.6730769230769231,0.23076923076923078,5.884615384615385
